X,Y,Z,Name,id,alt_name,latitude,longitude,name2
106.4797326,-5.7001225,0,KABUPATEN KEPULAUAN SERIBU,3101,KABUPATEN KEPULAUAN SERIBU,-5.7001225,"106.4797326",KABUPATEN KEPULAUAN SERIBU
106.8135,-6.266,0,KOTA JAKARTA SELATAN,3171,KOTA JAKARTA SELATAN,-6.266,"106.8135",KOTA JAKARTA SELATAN
106.884,-6.2521,0,KOTA JAKARTA TIMUR,3172,KOTA JAKARTA TIMUR,-6.2521,"106.8840",KOTA JAKARTA TIMUR
106.834091,-6.186486,0,KOTA JAKARTA PUSAT,3173,KOTA JAKARTA PUSAT,-6.186486,"106.834091
",KOTA JAKARTA PUSAT
106.7673,-6.1676,0,KOTA JAKARTA BARAT,3174,KOTA JAKARTA BARAT,-6.1676,"106.7673",KOTA JAKARTA BARAT
106.8823,-6.1339,0,KOTA JAKARTA UTARA,3175,KOTA JAKARTA UTARA,-6.1339,"106.8823",KOTA JAKARTA UTARA
